OBJ: TObjArray	TObjArray	An array of objects : 0
 OBJ: TBranch	L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3	Trigger/flag bit (process: NANO) : 0 at: 0x680d8a0
 OBJ: TBranch	L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0	Trigger/flag bit (process: NANO) : 0 at: 0x680f9c0
 OBJ: TBranch	L1_LooseIsoEG26er2p1_HTT100er	Trigger/flag bit (process: NANO) : 0 at: 0x6811b10
 OBJ: TBranch	L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3	Trigger/flag bit (process: NANO) : 0 at: 0x6813c00
 OBJ: TBranch	L1_LooseIsoEG28er2p1_HTT100er	Trigger/flag bit (process: NANO) : 0 at: 0x6815d20
 OBJ: TBranch	L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3	Trigger/flag bit (process: NANO) : 0 at: 0x6817e10
 OBJ: TBranch	L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3	Trigger/flag bit (process: NANO) : 0 at: 0x6819f30
 OBJ: TBranch	L1_MU20_EG15	Trigger/flag bit (process: NANO) : 0 at: 0x681c050
 OBJ: TBranch	L1_MinimumBiasHF0_AND_BptxAND	Trigger/flag bit (process: NANO) : 0 at: 0x681e0b0
 OBJ: TBranch	L1_MinimumBiasHF0_OR_BptxAND	Trigger/flag bit (process: NANO) : 0 at: 0x68201a0
 OBJ: TBranch	L1_Mu10er2p1_ETM30	Trigger/flag bit (process: NANO) : 0 at: 0x6822290
 OBJ: TBranch	L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6	Trigger/flag bit (process: NANO) : 0 at: 0x6824380
 OBJ: TBranch	L1_Mu12_EG10	Trigger/flag bit (process: NANO) : 0 at: 0x68264d0
 OBJ: TBranch	L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6	Trigger/flag bit (process: NANO) : 0 at: 0x6828530
 OBJ: TBranch	L1_Mu14er2p1_ETM30	Trigger/flag bit (process: NANO) : 0 at: 0x682a680
 OBJ: TBranch	L1_Mu15_HTT100er	Trigger/flag bit (process: NANO) : 0 at: 0x682c770
 OBJ: TBranch	L1_Mu16er2p1_Tau20er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x682e860
 OBJ: TBranch	L1_Mu16er2p1_Tau24er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6830950
 OBJ: TBranch	L1_Mu18_HTT100er	Trigger/flag bit (process: NANO) : 0 at: 0x6832a40
 OBJ: TBranch	L1_Mu18_Jet24er3p0	Trigger/flag bit (process: NANO) : 0 at: 0x6834b30
 OBJ: TBranch	L1_Mu18er2p1_IsoTau26er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6836c20
 OBJ: TBranch	L1_Mu18er2p1_Tau20er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6838d10
 OBJ: TBranch	L1_Mu18er2p1_Tau24er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x683ae00
 OBJ: TBranch	L1_Mu20_EG10	Trigger/flag bit (process: NANO) : 0 at: 0x683cef0
 OBJ: TBranch	L1_Mu20_EG17	Trigger/flag bit (process: NANO) : 0 at: 0x683ef50
 OBJ: TBranch	L1_Mu20_LooseIsoEG6	Trigger/flag bit (process: NANO) : 0 at: 0x6840fb0
 OBJ: TBranch	L1_Mu20er2p1_IsoTau26er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68430a0
 OBJ: TBranch	L1_Mu22er2p1_IsoTau28er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6845190
 OBJ: TBranch	L1_Mu22er2p1_IsoTau30er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6847280
 OBJ: TBranch	L1_Mu22er2p1_IsoTau32er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6849370
 OBJ: TBranch	L1_Mu22er2p1_IsoTau33er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x684b460
 OBJ: TBranch	L1_Mu22er2p1_IsoTau34er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x684d550
 OBJ: TBranch	L1_Mu22er2p1_IsoTau35er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x684f640
 OBJ: TBranch	L1_Mu22er2p1_IsoTau36er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6851730
 OBJ: TBranch	L1_Mu22er2p1_IsoTau38er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6853820
 OBJ: TBranch	L1_Mu22er2p1_IsoTau40er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6855910
 OBJ: TBranch	L1_Mu22er2p1_Tau50er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6857a00
 OBJ: TBranch	L1_Mu22er2p1_Tau70er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6859af0
 OBJ: TBranch	L1_Mu23_EG10	Trigger/flag bit (process: NANO) : 0 at: 0x685bbe0
 OBJ: TBranch	L1_Mu23_LooseIsoEG10	Trigger/flag bit (process: NANO) : 0 at: 0x685dc40
 OBJ: TBranch	L1_Mu3_Jet30er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x685fd30
 OBJ: TBranch	L1_Mu3_JetC120_dEta_Max0p4_dPhi_Max0p4	Trigger/flag bit (process: NANO) : 0 at: 0x6861e20
 OBJ: TBranch	L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4	Trigger/flag bit (process: NANO) : 0 at: 0x6863f40
 OBJ: TBranch	L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4	Trigger/flag bit (process: NANO) : 0 at: 0x6866060
 OBJ: TBranch	L1_Mu5_EG15	Trigger/flag bit (process: NANO) : 0 at: 0x6868180
 OBJ: TBranch	L1_Mu5_EG20	Trigger/flag bit (process: NANO) : 0 at: 0x686a1e0
 OBJ: TBranch	L1_Mu5_EG23	Trigger/flag bit (process: NANO) : 0 at: 0x686c240
 OBJ: TBranch	L1_Mu5_LooseIsoEG18	Trigger/flag bit (process: NANO) : 0 at: 0x686e2a0
 OBJ: TBranch	L1_Mu5_LooseIsoEG20	Trigger/flag bit (process: NANO) : 0 at: 0x6870390
 OBJ: TBranch	L1_Mu6_DoubleEG10	Trigger/flag bit (process: NANO) : 0 at: 0x6872480
 OBJ: TBranch	L1_Mu6_DoubleEG17	Trigger/flag bit (process: NANO) : 0 at: 0x6874570
 OBJ: TBranch	L1_Mu6_HTT200er	Trigger/flag bit (process: NANO) : 0 at: 0x6876660
 OBJ: TBranch	L1_Mu6_HTT240er	Trigger/flag bit (process: NANO) : 0 at: 0x6878720
 OBJ: TBranch	L1_Mu6_HTT250er	Trigger/flag bit (process: NANO) : 0 at: 0x687a7e0
 OBJ: TBranch	L1_Mu7_EG23	Trigger/flag bit (process: NANO) : 0 at: 0x687c8a0
 OBJ: TBranch	L1_Mu7_LooseIsoEG20	Trigger/flag bit (process: NANO) : 0 at: 0x687e900
 OBJ: TBranch	L1_Mu7_LooseIsoEG23	Trigger/flag bit (process: NANO) : 0 at: 0x68809f0
 OBJ: TBranch	L1_Mu8_HTT150er	Trigger/flag bit (process: NANO) : 0 at: 0x6882ae0
 OBJ: TBranch	L1_NotBptxOR	Trigger/flag bit (process: NANO) : 0 at: 0x6884ba0
 OBJ: TBranch	L1_QuadJet36er3p0_IsoTau52er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6886c00
 OBJ: TBranch	L1_QuadJet36er3p0_Tau52	Trigger/flag bit (process: NANO) : 0 at: 0x6888cf0
 OBJ: TBranch	L1_QuadJet40er3p0	Trigger/flag bit (process: NANO) : 0 at: 0x688ade0
 OBJ: TBranch	L1_QuadJet50er3p0	Trigger/flag bit (process: NANO) : 0 at: 0x688ced0
 OBJ: TBranch	L1_QuadJet60er3p0	Trigger/flag bit (process: NANO) : 0 at: 0x688efc0
 OBJ: TBranch	L1_QuadMu0	Trigger/flag bit (process: NANO) : 0 at: 0x68910b0
 OBJ: TBranch	L1_SingleEG10	Trigger/flag bit (process: NANO) : 0 at: 0x6893110
 OBJ: TBranch	L1_SingleEG15	Trigger/flag bit (process: NANO) : 0 at: 0x6895170
 OBJ: TBranch	L1_SingleEG18	Trigger/flag bit (process: NANO) : 0 at: 0x68971d0
 OBJ: TBranch	L1_SingleEG24	Trigger/flag bit (process: NANO) : 0 at: 0x6899230
 OBJ: TBranch	L1_SingleEG26	Trigger/flag bit (process: NANO) : 0 at: 0x689b290
 OBJ: TBranch	L1_SingleEG28	Trigger/flag bit (process: NANO) : 0 at: 0x689d2f0
 OBJ: TBranch	L1_SingleEG2_BptxAND	Trigger/flag bit (process: NANO) : 0 at: 0x689f350
 OBJ: TBranch	L1_SingleEG30	Trigger/flag bit (process: NANO) : 0 at: 0x68a1440
 OBJ: TBranch	L1_SingleEG32	Trigger/flag bit (process: NANO) : 0 at: 0x68a34a0
 OBJ: TBranch	L1_SingleEG34	Trigger/flag bit (process: NANO) : 0 at: 0x6555180
 OBJ: TBranch	L1_SingleEG34er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x65571e0
 OBJ: TBranch	L1_SingleEG36	Trigger/flag bit (process: NANO) : 0 at: 0x65592d0
 OBJ: TBranch	L1_SingleEG36er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x655b330
 OBJ: TBranch	L1_SingleEG38	Trigger/flag bit (process: NANO) : 0 at: 0x655d420
 OBJ: TBranch	L1_SingleEG38er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x655f480
 OBJ: TBranch	L1_SingleEG40	Trigger/flag bit (process: NANO) : 0 at: 0x6561570
 OBJ: TBranch	L1_SingleEG42	Trigger/flag bit (process: NANO) : 0 at: 0x65635d0
 OBJ: TBranch	L1_SingleEG45	Trigger/flag bit (process: NANO) : 0 at: 0x6565630
 OBJ: TBranch	L1_SingleEG5	Trigger/flag bit (process: NANO) : 0 at: 0x6567690
 OBJ: TBranch	L1_SingleEG50	Trigger/flag bit (process: NANO) : 0 at: 0x65696f0
 OBJ: TBranch	L1_SingleIsoEG18	Trigger/flag bit (process: NANO) : 0 at: 0x68d39c0
 OBJ: TBranch	L1_SingleIsoEG18er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68d5870
 OBJ: TBranch	L1_SingleIsoEG20	Trigger/flag bit (process: NANO) : 0 at: 0x68d7960
 OBJ: TBranch	L1_SingleIsoEG20er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68d9a50
 OBJ: TBranch	L1_SingleIsoEG22	Trigger/flag bit (process: NANO) : 0 at: 0x68dbb40
 OBJ: TBranch	L1_SingleIsoEG22er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68ddc30
 OBJ: TBranch	L1_SingleIsoEG24	Trigger/flag bit (process: NANO) : 0 at: 0x68dfd20
 OBJ: TBranch	L1_SingleIsoEG24er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68e1e10
 OBJ: TBranch	L1_SingleIsoEG26	Trigger/flag bit (process: NANO) : 0 at: 0x68e3f00
 OBJ: TBranch	L1_SingleIsoEG26er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68e5ff0
 OBJ: TBranch	L1_SingleIsoEG28	Trigger/flag bit (process: NANO) : 0 at: 0x68e80e0
 OBJ: TBranch	L1_SingleIsoEG28er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68ea1d0
 OBJ: TBranch	L1_SingleIsoEG30	Trigger/flag bit (process: NANO) : 0 at: 0x68ec2c0
 OBJ: TBranch	L1_SingleIsoEG30er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68ee3b0
 OBJ: TBranch	L1_SingleIsoEG32	Trigger/flag bit (process: NANO) : 0 at: 0x68f04a0
 OBJ: TBranch	L1_SingleIsoEG32er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68f2590
 OBJ: TBranch	L1_SingleIsoEG33er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68f4680
 OBJ: TBranch	L1_SingleIsoEG34	Trigger/flag bit (process: NANO) : 0 at: 0x68f6770
 OBJ: TBranch	L1_SingleIsoEG34er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68f8860
 OBJ: TBranch	L1_SingleIsoEG35	Trigger/flag bit (process: NANO) : 0 at: 0x68fa950
 OBJ: TBranch	L1_SingleIsoEG35er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x68fca40
 OBJ: TBranch	L1_SingleIsoEG36	Trigger/flag bit (process: NANO) : 0 at: 0x68feb30
 OBJ: TBranch	L1_SingleIsoEG36er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6900c20
 OBJ: TBranch	L1_SingleIsoEG37	Trigger/flag bit (process: NANO) : 0 at: 0x6902d10
 OBJ: TBranch	L1_SingleIsoEG38	Trigger/flag bit (process: NANO) : 0 at: 0x6904e00
 OBJ: TBranch	L1_SingleIsoEG38er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6906ef0
 OBJ: TBranch	L1_SingleIsoEG40	Trigger/flag bit (process: NANO) : 0 at: 0x6908fe0
 OBJ: TBranch	L1_SingleIsoEG40er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x690b0d0
 OBJ: TBranch	L1_SingleJet120	Trigger/flag bit (process: NANO) : 0 at: 0x690d1c0
 OBJ: TBranch	L1_SingleJet120_FWD	Trigger/flag bit (process: NANO) : 0 at: 0x690f280
 OBJ: TBranch	L1_SingleJet12_BptxAND	Trigger/flag bit (process: NANO) : 0 at: 0x6911370
 OBJ: TBranch	L1_SingleJet140	Trigger/flag bit (process: NANO) : 0 at: 0x6913460
 OBJ: TBranch	L1_SingleJet150	Trigger/flag bit (process: NANO) : 0 at: 0x6915520
 OBJ: TBranch	L1_SingleJet16	Trigger/flag bit (process: NANO) : 0 at: 0x69175e0
 OBJ: TBranch	L1_SingleJet160	Trigger/flag bit (process: NANO) : 0 at: 0x6919640
 OBJ: TBranch	L1_SingleJet170	Trigger/flag bit (process: NANO) : 0 at: 0x691b700
 OBJ: TBranch	L1_SingleJet180	Trigger/flag bit (process: NANO) : 0 at: 0x691d7c0
 OBJ: TBranch	L1_SingleJet20	Trigger/flag bit (process: NANO) : 0 at: 0x691f880
 OBJ: TBranch	L1_SingleJet200	Trigger/flag bit (process: NANO) : 0 at: 0x69218e0
 OBJ: TBranch	L1_SingleJet20er3p0_NotBptxOR	Trigger/flag bit (process: NANO) : 0 at: 0x69239a0
 OBJ: TBranch	L1_SingleJet20er3p0_NotBptxOR_3BX	Trigger/flag bit (process: NANO) : 0 at: 0x6925a90
 OBJ: TBranch	L1_SingleJet35	Trigger/flag bit (process: NANO) : 0 at: 0x6927bb0
 OBJ: TBranch	L1_SingleJet35_FWD	Trigger/flag bit (process: NANO) : 0 at: 0x6929c10
 OBJ: TBranch	L1_SingleJet35_HFm	Trigger/flag bit (process: NANO) : 0 at: 0x692bd00
 OBJ: TBranch	L1_SingleJet35_HFp	Trigger/flag bit (process: NANO) : 0 at: 0x692ddf0
 OBJ: TBranch	L1_SingleJet43er3p0_NotBptxOR_3BX	Trigger/flag bit (process: NANO) : 0 at: 0x692fee0
 OBJ: TBranch	L1_SingleJet46er3p0_NotBptxOR_3BX	Trigger/flag bit (process: NANO) : 0 at: 0x6932000
 OBJ: TBranch	L1_SingleJet60	Trigger/flag bit (process: NANO) : 0 at: 0x6934120
 OBJ: TBranch	L1_SingleJet60_FWD	Trigger/flag bit (process: NANO) : 0 at: 0x6936180
 OBJ: TBranch	L1_SingleJet60_HFm	Trigger/flag bit (process: NANO) : 0 at: 0x6938270
 OBJ: TBranch	L1_SingleJet60_HFp	Trigger/flag bit (process: NANO) : 0 at: 0x693a360
 OBJ: TBranch	L1_SingleJet90	Trigger/flag bit (process: NANO) : 0 at: 0x693c450
 OBJ: TBranch	L1_SingleJet90_FWD	Trigger/flag bit (process: NANO) : 0 at: 0x693e4b0
 OBJ: TBranch	L1_SingleMu0_BMTF	Trigger/flag bit (process: NANO) : 0 at: 0x69405a0
 OBJ: TBranch	L1_SingleMu0_EMTF	Trigger/flag bit (process: NANO) : 0 at: 0x6942690
 OBJ: TBranch	L1_SingleMu0_OMTF	Trigger/flag bit (process: NANO) : 0 at: 0x6944780
 OBJ: TBranch	L1_SingleMu10_LowQ	Trigger/flag bit (process: NANO) : 0 at: 0x6946870
 OBJ: TBranch	L1_SingleMu11_LowQ	Trigger/flag bit (process: NANO) : 0 at: 0x6948960
 OBJ: TBranch	L1_SingleMu12_LowQ_BMTF	Trigger/flag bit (process: NANO) : 0 at: 0x694aa50
 OBJ: TBranch	L1_SingleMu12_LowQ_EMTF	Trigger/flag bit (process: NANO) : 0 at: 0x694cb40
 OBJ: TBranch	L1_SingleMu12_LowQ_OMTF	Trigger/flag bit (process: NANO) : 0 at: 0x694ec30
 OBJ: TBranch	L1_SingleMu14er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6950d20
 OBJ: TBranch	L1_SingleMu16	Trigger/flag bit (process: NANO) : 0 at: 0x6952e10
 OBJ: TBranch	L1_SingleMu16er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6954e70
 OBJ: TBranch	L1_SingleMu18	Trigger/flag bit (process: NANO) : 0 at: 0x6956f60
 OBJ: TBranch	L1_SingleMu18er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6958fc0
 OBJ: TBranch	L1_SingleMu20	Trigger/flag bit (process: NANO) : 0 at: 0x695b0b0
 OBJ: TBranch	L1_SingleMu20er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x695d110
 OBJ: TBranch	L1_SingleMu22	Trigger/flag bit (process: NANO) : 0 at: 0x695f200
 OBJ: TBranch	L1_SingleMu22_BMTF	Trigger/flag bit (process: NANO) : 0 at: 0x6961260
 OBJ: TBranch	L1_SingleMu22_EMTF	Trigger/flag bit (process: NANO) : 0 at: 0x6963350
 OBJ: TBranch	L1_SingleMu22_OMTF	Trigger/flag bit (process: NANO) : 0 at: 0x6965440
 OBJ: TBranch	L1_SingleMu22er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6967530
 OBJ: TBranch	L1_SingleMu25	Trigger/flag bit (process: NANO) : 0 at: 0x6969620
 OBJ: TBranch	L1_SingleMu3	Trigger/flag bit (process: NANO) : 0 at: 0x696b680
 OBJ: TBranch	L1_SingleMu30	Trigger/flag bit (process: NANO) : 0 at: 0x696d6e0
 OBJ: TBranch	L1_SingleMu5	Trigger/flag bit (process: NANO) : 0 at: 0x696f740
 OBJ: TBranch	L1_SingleMu7	Trigger/flag bit (process: NANO) : 0 at: 0x69717a0
 OBJ: TBranch	L1_SingleMuCosmics	Trigger/flag bit (process: NANO) : 0 at: 0x6973800
 OBJ: TBranch	L1_SingleMuCosmics_BMTF	Trigger/flag bit (process: NANO) : 0 at: 0x69758f0
 OBJ: TBranch	L1_SingleMuCosmics_EMTF	Trigger/flag bit (process: NANO) : 0 at: 0x69779e0
 OBJ: TBranch	L1_SingleMuCosmics_OMTF	Trigger/flag bit (process: NANO) : 0 at: 0x6979ad0
 OBJ: TBranch	L1_SingleMuOpen	Trigger/flag bit (process: NANO) : 0 at: 0x697bbc0
 OBJ: TBranch	L1_SingleMuOpen_NotBptxOR	Trigger/flag bit (process: NANO) : 0 at: 0x697dc80
 OBJ: TBranch	L1_SingleMuOpen_NotBptxOR_3BX	Trigger/flag bit (process: NANO) : 0 at: 0x697fd70
 OBJ: TBranch	L1_SingleTau100er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6981e60
 OBJ: TBranch	L1_SingleTau120er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6983f50
 OBJ: TBranch	L1_SingleTau130er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6986040
 OBJ: TBranch	L1_SingleTau140er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x6988130
 OBJ: TBranch	L1_SingleTau20	Trigger/flag bit (process: NANO) : 0 at: 0x698a220
 OBJ: TBranch	L1_SingleTau80er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x698c280
 OBJ: TBranch	L1_TripleEG_14_10_8	Trigger/flag bit (process: NANO) : 0 at: 0x698e370
 OBJ: TBranch	L1_TripleEG_18_17_8	Trigger/flag bit (process: NANO) : 0 at: 0x6990460
 OBJ: TBranch	L1_TripleEG_LooseIso20_10_5	Trigger/flag bit (process: NANO) : 0 at: 0x6992550
 OBJ: TBranch	L1_TripleJet_84_68_48_VBF	Trigger/flag bit (process: NANO) : 0 at: 0x6994640
 OBJ: TBranch	L1_TripleJet_88_72_56_VBF	Trigger/flag bit (process: NANO) : 0 at: 0x6996730
 OBJ: TBranch	L1_TripleJet_92_76_64_VBF	Trigger/flag bit (process: NANO) : 0 at: 0x6998820
 OBJ: TBranch	L1_TripleMu0	Trigger/flag bit (process: NANO) : 0 at: 0x699a910
 OBJ: TBranch	L1_TripleMu0_OQ	Trigger/flag bit (process: NANO) : 0 at: 0x699c970
 OBJ: TBranch	L1_TripleMu3	Trigger/flag bit (process: NANO) : 0 at: 0x699ea30
 OBJ: TBranch	L1_TripleMu3_SQ	Trigger/flag bit (process: NANO) : 0 at: 0x69a0a90
 OBJ: TBranch	L1_TripleMu_4_4_4	Trigger/flag bit (process: NANO) : 0 at: 0x69a2b50
 OBJ: TBranch	L1_TripleMu_5SQ_3SQ_0OQ	Trigger/flag bit (process: NANO) : 0 at: 0x69a4c40
 OBJ: TBranch	L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9	Trigger/flag bit (process: NANO) : 0 at: 0x69a6d30
 OBJ: TBranch	L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9	Trigger/flag bit (process: NANO) : 0 at: 0x69a8e80
 OBJ: TBranch	L1_TripleMu_5_0_0	Trigger/flag bit (process: NANO) : 0 at: 0x69aafd0
 OBJ: TBranch	L1_TripleMu_5_3_3	Trigger/flag bit (process: NANO) : 0 at: 0x69ad0c0
 OBJ: TBranch	L1_TripleMu_5_3p5_2p5	Trigger/flag bit (process: NANO) : 0 at: 0x69af1b0
 OBJ: TBranch	L1_TripleMu_5_3p5_2p5_DoubleMu_5_2p5_OS_Mass_5to17	Trigger/flag bit (process: NANO) : 0 at: 0x69b12a0
 OBJ: TBranch	L1_TripleMu_5_4_2p5_DoubleMu_5_2p5_OS_Mass_5to17	Trigger/flag bit (process: NANO) : 0 at: 0x69b33f0
 OBJ: TBranch	L1_TripleMu_5_5_3	Trigger/flag bit (process: NANO) : 0 at: 0x69b5540
 OBJ: TBranch	L1_UnpairedBunchBptxMinus	Trigger/flag bit (process: NANO) : 0 at: 0x69b7630
 OBJ: TBranch	L1_UnpairedBunchBptxPlus	Trigger/flag bit (process: NANO) : 0 at: 0x69b9720
 OBJ: TBranch	L1_ZeroBias	Trigger/flag bit (process: NANO) : 0 at: 0x69bb810
 OBJ: TBranch	L1_ZeroBias_copy	Trigger/flag bit (process: NANO) : 0 at: 0x69bd870
 OBJ: TBranch	Flag_HBHENoiseFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69bf960
 OBJ: TBranch	Flag_HBHENoiseIsoFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69c1a40
 OBJ: TBranch	Flag_CSCTightHaloFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69c3b20
 OBJ: TBranch	Flag_CSCTightHaloTrkMuUnvetoFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69c5c00
 OBJ: TBranch	Flag_CSCTightHalo2015Filter	Trigger/flag bit (process: PAT) : 0 at: 0x69c7d10
 OBJ: TBranch	Flag_globalTightHalo2016Filter	Trigger/flag bit (process: PAT) : 0 at: 0x69c9df0
 OBJ: TBranch	Flag_globalSuperTightHalo2016Filter	Trigger/flag bit (process: PAT) : 0 at: 0x69cbed0
 OBJ: TBranch	Flag_HcalStripHaloFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69cdfe0
 OBJ: TBranch	Flag_hcalLaserEventFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69d00c0
 OBJ: TBranch	Flag_EcalDeadCellTriggerPrimitiveFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69d21a0
 OBJ: TBranch	Flag_EcalDeadCellBoundaryEnergyFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69d42b0
 OBJ: TBranch	Flag_ecalBadCalibFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69d63c0
 OBJ: TBranch	Flag_goodVertices	Trigger/flag bit (process: PAT) : 0 at: 0x69d84a0
 OBJ: TBranch	Flag_eeBadScFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69da580
 OBJ: TBranch	Flag_ecalLaserCorrFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69dc660
 OBJ: TBranch	Flag_trkPOGFilters	Trigger/flag bit (process: PAT) : 0 at: 0x69de740
 OBJ: TBranch	Flag_chargedHadronTrackResolutionFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69e0820
 OBJ: TBranch	Flag_muonBadTrackFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69e2930
 OBJ: TBranch	Flag_BadChargedCandidateFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69e4a10
 OBJ: TBranch	Flag_BadPFMuonFilter	Trigger/flag bit (process: PAT) : 0 at: 0x69e6af0
 OBJ: TBranch	Flag_BadChargedCandidateSummer16Filter	Trigger/flag bit (process: PAT) : 0 at: 0x69e8bd0
 OBJ: TBranch	Flag_BadPFMuonSummer16Filter	Trigger/flag bit (process: PAT) : 0 at: 0x69eace0
 OBJ: TBranch	Flag_trkPOG_manystripclus53X	Trigger/flag bit (process: PAT) : 0 at: 0x69ecdc0
 OBJ: TBranch	Flag_trkPOG_toomanystripclus53X	Trigger/flag bit (process: PAT) : 0 at: 0x69eeea0
 OBJ: TBranch	Flag_trkPOG_logErrorTooManyClusters	Trigger/flag bit (process: PAT) : 0 at: 0x69f0f80
 OBJ: TBranch	Flag_METFilters	Trigger/flag bit (process: PAT) : 0 at: 0x69f3090
 OBJ: TBranch	L1Reco_step	Trigger/flag bit (process: RECO) : 0 at: 0x69f5140
 OBJ: TBranch	Flag_HBHENoiseFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x69f71a0
 OBJ: TBranch	Flag_HBHENoiseIsoFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x69f9290
 OBJ: TBranch	Flag_CSCTightHaloFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x69fb380
 OBJ: TBranch	Flag_CSCTightHaloTrkMuUnvetoFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x69fd470
 OBJ: TBranch	Flag_CSCTightHalo2015Filter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x69ff590
 OBJ: TBranch	Flag_globalTightHalo2016Filter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a016b0
 OBJ: TBranch	Flag_globalSuperTightHalo2016Filter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a037d0
 OBJ: TBranch	Flag_HcalStripHaloFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a058f0
 OBJ: TBranch	Flag_hcalLaserEventFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a079e0
 OBJ: TBranch	Flag_EcalDeadCellTriggerPrimitiveFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a09ad0
 OBJ: TBranch	Flag_EcalDeadCellBoundaryEnergyFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a0bbf0
 OBJ: TBranch	Flag_ecalBadCalibFilter_pRECO	Trigger/flag bit (process: RECO) : 0 at: 0x6a0dd10
